# Python MESMA for LE07_LE07_20000918_20000925 run on 20200126 
#  MESMA frac range = 0.2-1 
#  Northings (y); Latitude; Eastings (x) Longitude; Kelp Fraction
4349490 39.2920027 430590 -123.8048910 0.30528
4349460 39.2917324 430590 -123.8048879 0.30717
4349460 39.2917635 430980 -123.8003658 0.65125
4349430 39.2914572 430530 -123.8055805 0.31099
4349430 39.2914596 430560 -123.8052327 0.41830
4349430 39.2914621 430590 -123.8048848 0.44966
4349400 39.2911869 430530 -123.8055774 0.53379
4349400 39.2911893 430560 -123.8052296 0.51939
4349370 39.2909166 430530 -123.8055743 0.47041
4348740 39.2852451 430590 -123.8048136 0.54910
4348380 39.2819871 430410 -123.8068633 0.41373
4348380 39.2819895 430440 -123.8065155 0.41401
4348350 39.2817168 430410 -123.8068602 0.39434
4348350 39.2817192 430440 -123.8065124 0.45386
4348290 39.2811810 430470 -123.8061584 0.30541
4348290 39.2811834 430500 -123.8058106 0.40225
4348260 39.2809131 430500 -123.8058075 0.35531
4348260 39.2809155 430530 -123.8054597 0.40104
4348260 39.2809179 430560 -123.8051119 0.40585
4347870 39.2774064 430590 -123.8047239 0.48518
4347840 39.2771337 430560 -123.8050686 0.34954
4347840 39.2771361 430590 -123.8047208 0.57476
4347840 39.2771385 430620 -123.8043731 0.45250
4347810 39.2768658 430590 -123.8047178 0.63872
4347810 39.2768682 430620 -123.8043700 0.50769
4347780 39.2765955 430590 -123.8047147 0.59709
4347780 39.2765979 430620 -123.8043669 0.53322
4347750 39.2763252 430590 -123.8047116 0.47190
4347750 39.2763276 430620 -123.8043638 0.59845
4347720 39.2760549 430590 -123.8047085 0.45600
4347720 39.2760573 430620 -123.8043607 0.52746
4347690 39.2757846 430590 -123.8047054 0.45024
4347690 39.2757870 430620 -123.8043576 0.34745
4347570 39.2747106 430680 -123.8036497 0.35930
4347540 39.2744379 430650 -123.8039944 0.51018
4347540 39.2744403 430680 -123.8036466 0.54308
4347510 39.2741676 430650 -123.8039913 0.43949
4347510 39.2741700 430680 -123.8036435 0.60080
4347480 39.2738997 430680 -123.8036404 0.46921
4347360 39.2728257 430770 -123.8025848 0.58986
4347360 39.2728305 430830 -123.8018893 0.35778
